year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points
2023,29,Finals Week 2,2023-09-16 06:05:00+00:00,Warriors,40,Knights,10,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-2/warriors-v-knights/,1,30,50
2023,3,Round 3,2023-03-16 09:00:00+00:00,Sea Eagles,34,Eels,30,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-3/sea-eagles-v-eels/,1,4,64
2023,3,Round 3,2023-03-17 07:00:00+00:00,Knights,20,Dolphins,36,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/knights-v-dolphins/,0,-16,56
2023,3,Round 3,2023-03-17 09:00:00+00:00,Roosters,20,Rabbitohs,18,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/roosters-v-rabbitohs/,1,2,38
2023,3,Round 3,2023-03-18 04:00:00+00:00,Titans,38,Storm,34,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/titans-v-storm/,1,4,72
2023,3,Round 3,2023-03-18 06:30:00+00:00,Cowboys,12,Warriors,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/cowboys-v-warriors/,0,-14,38
2023,3,Round 3,2023-03-18 08:35:00+00:00,Broncos,40,Dragons,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/broncos-v-dragons/,1,22,58
2023,3,Round 3,2023-03-19 05:05:00+00:00,Bulldogs,26,Wests Tigers,22,Belmore Sports Ground,https://www.nrl.com/draw/nrl-premiership/2023/round-3/bulldogs-v-wests-tigers/,1,4,48
2023,3,Round 3,2023-03-19 07:15:00+00:00,Raiders,24,Sharks,20,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-3/raiders-v-sharks/,1,4,44
2023,30,Finals Week 3,2023-09-22 09:50:00+00:00,Panthers,38,Storm,4,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-3/panthers-v-storm/,1,34,42
2023,30,Finals Week 3,2023-09-23 09:50:00+00:00,Broncos,42,Warriors,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-3/broncos-v-warriors/,1,30,54
2023,31,Grand Final,2023-10-01 08:30:00+00:00,Panthers,26,Broncos,24,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/grand-final/panthers-v-broncos/,1,2,50
2023,32,Grand Final,2023-10-01 08:30:00+00:00,Panthers,26,Broncos,24,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/grand-final/panthers-v-broncos/,1,2,50
2023,33,Grand Final,2023-10-01 08:30:00+00:00,Panthers,26,Broncos,24,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/grand-final/panthers-v-broncos/,1,2,50
2023,4,Round 4,2023-03-23 09:00:00+00:00,Eels,17,Panthers,16,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/eels-v-panthers/,1,1,33
2023,4,Round 4,2023-03-24 07:00:00+00:00,Storm,24,Wests Tigers,12,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-4/storm-v-wests-tigers/,1,12,36
2023,4,Round 4,2023-03-24 09:00:00+00:00,Dolphins,12,Broncos,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/dolphins-v-broncos/,0,-6,30
2023,4,Round 4,2023-03-25 06:30:00+00:00,Cowboys,24,Titans,12,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/cowboys-v-titans/,1,12,36
2023,4,Round 4,2023-03-25 08:35:00+00:00,Rabbitohs,13,Sea Eagles,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/rabbitohs-v-sea-eagles/,1,1,25
2023,4,Round 4,2023-03-26 03:00:00+00:00,Warriors,16,Bulldogs,14,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/warriors-v-bulldogs/,1,2,30
2023,4,Round 4,2023-03-26 05:05:00+00:00,Knights,24,Raiders,14,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/knights-v-raiders/,1,10,38
2023,4,Round 4,2023-03-26 07:15:00+00:00,Dragons,8,Sharks,40,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-4/dragons-v-sharks/,0,-32,48
2023,5,Round 5,2023-03-30 09:00:00+00:00,Roosters,28,Eels,20,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/roosters-v-eels/,1,8,48
2023,5,Round 5,2023-03-31 07:00:00+00:00,Raiders,12,Panthers,53,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/raiders-v-panthers/,0,-41,65
2023,5,Round 5,2023-03-31 09:00:00+00:00,Rabbitohs,10,Storm,18,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/rabbitohs-v-storm/,0,-8,28
2023,5,Round 5,2023-04-01 04:00:00+00:00,Sea Eagles,32,Knights,32,Glen Willow Oval,https://www.nrl.com/draw/nrl-premiership/2023/round-5/sea-eagles-v-knights/,0,0,64
2023,5,Round 5,2023-04-01 06:30:00+00:00,Dragons,38,Dolphins,12,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/dragons-v-dolphins/,1,26,50
2023,5,Round 5,2023-04-01 08:35:00+00:00,Broncos,46,Wests Tigers,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/broncos-v-wests-tigers/,1,34,58
2023,5,Round 5,2023-04-02 06:05:00+00:00,Sharks,30,Warriors,32,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/sharks-v-warriors/,0,-2,62
2023,5,Round 5,2023-04-02 08:15:00+00:00,Bulldogs,15,Cowboys,14,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-5/bulldogs-v-cowboys/,1,1,29
2023,6,Round 6,2023-04-06 09:50:00+00:00,Storm,28,Roosters,8,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-6/storm-v-roosters/,1,20,36
2023,6,Round 6,2023-04-07 06:05:00+00:00,Bulldogs,16,Rabbitohs,50,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/bulldogs-v-rabbitohs/,0,-34,66
2023,6,Round 6,2023-04-07 10:00:00+00:00,Cowboys,22,Dolphins,32,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/cowboys-v-dolphins/,0,-10,54
2023,6,Round 6,2023-04-08 07:30:00+00:00,Panthers,44,Sea Eagles,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/panthers-v-sea-eagles/,1,32,56
2023,6,Round 6,2023-04-08 09:35:00+00:00,Broncos,14,Raiders,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/broncos-v-raiders/,0,-6,34
2023,6,Round 6,2023-04-09 06:05:00+00:00,Titans,20,Dragons,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/titans-v-dragons/,1,2,38
2023,6,Round 6,2023-04-09 08:15:00+00:00,Knights,34,Warriors,24,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/knights-v-warriors/,1,10,58
2023,6,Round 6,2023-04-10 06:00:00+00:00,Wests Tigers,22,Eels,28,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-6/wests-tigers-v-eels/,0,-6,50
2023,7,Round 7,2023-04-13 09:50:00+00:00,Dolphins,14,Rabbitohs,36,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/dolphins-v-rabbitohs/,0,-22,50
2023,7,Round 7,2023-04-14 08:00:00+00:00,Sharks,22,Roosters,12,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/sharks-v-roosters/,1,10,34
2023,7,Round 7,2023-04-14 10:00:00+00:00,Sea Eagles,18,Storm,8,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-7/sea-eagles-v-storm/,1,10,26
2023,7,Round 7,2023-04-15 05:00:00+00:00,Warriors,22,Cowboys,14,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/warriors-v-cowboys/,1,8,36
2023,7,Round 7,2023-04-15 07:30:00+00:00,Knights,15,Panthers,16,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/knights-v-panthers/,0,-1,31
2023,7,Round 7,2023-04-15 09:35:00+00:00,Titans,26,Broncos,43,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/titans-v-broncos/,0,-17,69
2023,7,Round 7,2023-04-16 04:00:00+00:00,Raiders,20,Dragons,14,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/raiders-v-dragons/,1,6,34
2023,7,Round 7,2023-04-16 06:05:00+00:00,Eels,30,Bulldogs,4,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-7/eels-v-bulldogs/,1,26,34
2023,8,Round 8,2023-04-20 09:50:00+00:00,Rabbitohs,20,Panthers,18,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/rabbitohs-v-panthers/,1,2,38
2023,8,Round 8,2023-04-21 10:00:00+00:00,Eels,16,Broncos,26,TIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/eels-v-broncos/,0,-10,42
2023,8,Round 8,2023-04-22 07:30:00+00:00,Bulldogs,20,Sharks,33,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/bulldogs-v-sharks/,0,-13,53
2023,8,Round 8,2023-04-22 09:35:00+00:00,Cowboys,18,Knights,16,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/cowboys-v-knights/,1,2,34
2023,8,Round 8,2023-04-23 04:00:00+00:00,Dolphins,28,Titans,26,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/dolphins-v-titans/,1,2,54
2023,8,Round 8,2023-04-23 06:05:00+00:00,Wests Tigers,16,Sea Eagles,22,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/wests-tigers-v-sea-eagles/,0,-6,38
2023,8,Round 8,2023-04-25 06:05:00+00:00,Roosters,27,Dragons,26,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-8/roosters-v-dragons/,1,1,53
2023,8,Round 8,2023-04-25 09:00:00+00:00,Storm,30,Warriors,22,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-8/storm-v-warriors/,1,8,52
2023,9,Round 9,2023-04-27 09:50:00+00:00,Sharks,44,Cowboys,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-9/sharks-v-cowboys/,1,38,50
2023,9,Round 9,2023-04-28 08:00:00+00:00,Eels,43,Knights,12,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-9/eels-v-knights/,1,31,55
2023,9,Round 9,2023-04-28 10:00:00+00:00,Broncos,6,Rabbitohs,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-9/broncos-v-rabbitohs/,0,-26,38
2023,9,Round 9,2023-04-29 05:00:00+00:00,Raiders,31,Dolphins,30,McDonalds Park,https://www.nrl.com/draw/nrl-premiership/2023/round-9/raiders-v-dolphins/,1,1,61
2023,9,Round 9,2023-04-29 07:30:00+00:00,Sea Eagles,10,Titans,26,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-9/sea-eagles-v-titans/,0,-16,36
2023,9,Round 9,2023-04-29 09:35:00+00:00,Panthers,8,Wests Tigers,12,Carrington Park,https://www.nrl.com/draw/nrl-premiership/2023/round-9/panthers-v-wests-tigers/,0,-4,20
2023,9,Round 9,2023-04-30 04:00:00+00:00,Warriors,0,Roosters,14,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-9/warriors-v-roosters/,0,-14,14
2023,9,Round 9,2023-04-30 06:05:00+00:00,Dragons,16,Bulldogs,18,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-9/dragons-v-bulldogs/,0,-2,34
2024,1,Round 1,2024-03-03 02:30:00+00:00,Sea Eagles,36,Rabbitohs,24,Allegiant Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/sea-eagles-v-rabbitohs/,1,12,60
2024,1,Round 1,2024-03-03 04:30:00+00:00,Roosters,20,Broncos,10,Allegiant Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/roosters-v-broncos/,1,10,30
2024,1,Round 1,2024-03-07 09:00:00+00:00,Knights,12,Raiders,28,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/knights-v-raiders/,0,-16,40
2024,1,Round 1,2024-03-08 07:00:00+00:00,Warriors,12,Sharks,16,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/warriors-v-sharks/,0,-4,28
2024,1,Round 1,2024-03-08 09:05:00+00:00,Storm,8,Panthers,0,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2024/round-1/storm-v-panthers/,1,8,8
2024,1,Round 1,2024-03-09 06:30:00+00:00,Eels,26,Bulldogs,8,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/eels-v-bulldogs/,1,18,34
2024,1,Round 1,2024-03-09 08:35:00+00:00,Titans,4,Dragons,28,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/titans-v-dragons/,0,-24,32
2024,1,Round 1,2024-03-10 05:05:00+00:00,Dolphins,18,Cowboys,43,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-1/dolphins-v-cowboys/,0,-25,61
2024,10,Round 10,2024-05-09 09:50:00+00:00,Dolphins,30,Sea Eagles,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/dolphins-v-sea-eagles/,1,6,54
2024,10,Round 10,2024-05-10 08:00:00+00:00,Panthers,16,Bulldogs,10,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/panthers-v-bulldogs/,1,6,26
2024,10,Round 10,2024-05-10 10:00:00+00:00,Eels,14,Broncos,30,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/eels-v-broncos/,0,-16,44
2024,10,Round 10,2024-05-11 05:00:00+00:00,Wests Tigers,14,Knights,20,Scully Park,https://www.nrl.com/draw/nrl-premiership/2024/round-10/wests-tigers-v-knights/,0,-6,34
2024,10,Round 10,2024-05-11 07:30:00+00:00,Dragons,28,Rabbitohs,14,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/dragons-v-rabbitohs/,1,14,42
2024,10,Round 10,2024-05-11 09:35:00+00:00,Storm,18,Sharks,25,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2024/round-10/storm-v-sharks/,0,-7,43
2024,10,Round 10,2024-05-12 04:00:00+00:00,Roosters,38,Warriors,18,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/roosters-v-warriors/,1,20,56
2024,10,Round 10,2024-05-12 06:05:00+00:00,Titans,20,Cowboys,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-10/titans-v-cowboys/,1,2,38
2024,11,Round 11,2024-05-17 08:00:00+00:00,Raiders,24,Bulldogs,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/raiders-v-bulldogs/,1,4,44
2024,11,Round 11,2024-05-17 10:05:00+00:00,Sea Eagles,12,Broncos,13,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/sea-eagles-v-broncos/,0,-1,25
2024,11,Round 11,2024-05-18 05:00:00+00:00,Titans,24,Knights,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/titans-v-knights/,0,-4,52
2024,11,Round 11,2024-05-18 07:30:00+00:00,Sharks,38,Roosters,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/sharks-v-roosters/,1,8,68
2024,11,Round 11,2024-05-18 09:45:00+00:00,Rabbitohs,22,Cowboys,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/rabbitohs-v-cowboys/,0,-6,50
2024,11,Round 11,2024-05-19 03:50:00+00:00,Warriors,22,Panthers,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/warriors-v-panthers/,1,2,42
2024,11,Round 11,2024-05-19 06:05:00+00:00,Storm,48,Eels,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/storm-v-eels/,1,32,64
2024,11,Round 11,2024-05-19 08:25:00+00:00,Wests Tigers,12,Dolphins,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-11/wests-tigers-v-dolphins/,0,-12,36
2024,12,Round 12,2024-05-23 09:50:00+00:00,Bulldogs,44,Dragons,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/bulldogs-v-dragons/,1,32,56
2024,12,Round 12,2024-05-24 08:00:00+00:00,Cowboys,42,Wests Tigers,28,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/cowboys-v-wests-tigers/,1,14,70
2024,12,Round 12,2024-05-24 10:00:00+00:00,Sea Eagles,26,Storm,20,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2024/round-12/sea-eagles-v-storm/,1,6,46
2024,12,Round 12,2024-05-25 05:00:00+00:00,Raiders,16,Roosters,44,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/raiders-v-roosters/,0,-28,60
2024,12,Round 12,2024-05-25 07:30:00+00:00,Sharks,0,Panthers,42,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/sharks-v-panthers/,0,-42,42
2024,12,Round 12,2024-05-25 09:35:00+00:00,Rabbitohs,42,Eels,26,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/rabbitohs-v-eels/,1,16,68
2024,12,Round 12,2024-05-26 04:00:00+00:00,Broncos,34,Titans,36,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/broncos-v-titans/,0,-2,70
2024,12,Round 12,2024-05-26 06:05:00+00:00,Warriors,24,Dolphins,20,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-12/warriors-v-dolphins/,1,4,44
2024,13,Round 13,2024-05-30 09:50:00+00:00,Eels,34,Sharks,22,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-13/eels-v-sharks/,1,12,56
2024,13,Round 13,2024-05-31 10:00:00+00:00,Knights,2,Bulldogs,32,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-13/knights-v-bulldogs/,0,-30,34
2024,13,Round 13,2024-06-01 07:30:00+00:00,Panthers,10,Dragons,22,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-13/panthers-v-dragons/,0,-12,32
2024,13,Round 13,2024-06-01 09:35:00+00:00,Dolphins,25,Raiders,26,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-13/dolphins-v-raiders/,0,-1,51
2024,13,Round 13,2024-06-02 06:05:00+00:00,Roosters,16,Cowboys,18,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-13/roosters-v-cowboys/,0,-2,34
2024,14,Round 14,2024-06-07 10:00:00+00:00,Dragons,56,Wests Tigers,14,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/dragons-v-wests-tigers/,1,42,70
2024,14,Round 14,2024-06-08 05:00:00+00:00,Titans,12,Rabbitohs,46,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/titans-v-rabbitohs/,0,-34,58
2024,14,Round 14,2024-06-08 07:30:00+00:00,Cowboys,12,Warriors,42,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/cowboys-v-warriors/,0,-30,54
2024,14,Round 14,2024-06-08 09:35:00+00:00,Broncos,12,Sharks,22,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/broncos-v-sharks/,0,-10,34
2024,14,Round 14,2024-06-09 04:00:00+00:00,Storm,36,Knights,28,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2024/round-14/storm-v-knights/,1,8,64
2024,14,Round 14,2024-06-09 06:05:00+00:00,Panthers,32,Sea Eagles,22,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/panthers-v-sea-eagles/,1,10,54
2024,14,Round 14,2024-06-10 06:00:00+00:00,Bulldogs,22,Eels,18,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-14/bulldogs-v-eels/,1,4,40
2024,15,Round 15,2024-06-13 09:50:00+00:00,Sharks,28,Dolphins,30,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/sharks-v-dolphins/,0,-2,58
2024,15,Round 15,2024-06-14 08:00:00+00:00,Raiders,16,Cowboys,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/raiders-v-cowboys/,0,-18,50
2024,15,Round 15,2024-06-14 10:00:00+00:00,Rabbitohs,22,Broncos,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/rabbitohs-v-broncos/,1,10,34
2024,15,Round 15,2024-06-15 05:00:00+00:00,Wests Tigers,18,Titans,10,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2024/round-15/wests-tigers-v-titans/,1,8,28
2024,15,Round 15,2024-06-15 07:30:00+00:00,Warriors,24,Storm,38,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/warriors-v-storm/,0,-14,62
2024,15,Round 15,2024-06-15 09:35:00+00:00,Eels,18,Roosters,28,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/eels-v-roosters/,0,-10,46
2024,15,Round 15,2024-06-16 04:00:00+00:00,Sea Eagles,30,Dragons,14,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2024/round-15/sea-eagles-v-dragons/,1,16,44
2024,15,Round 15,2024-06-16 06:05:00+00:00,Knights,18,Panthers,26,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-15/knights-v-panthers/,0,-8,44
2024,16,Round 16,2024-06-21 10:00:00+00:00,Dolphins,24,Storm,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-16/dolphins-v-storm/,0,-6,54
2024,16,Round 16,2024-06-22 05:00:00+00:00,Titans,66,Warriors,6,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-16/titans-v-warriors/,1,60,72
2024,16,Round 16,2024-06-22 07:30:00+00:00,Roosters,26,Bulldogs,8,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-16/roosters-v-bulldogs/,1,18,34
2024,16,Round 16,2024-06-22 09:35:00+00:00,Rabbitohs,14,Sea Eagles,0,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-16/rabbitohs-v-sea-eagles/,1,14,14
2024,16,Round 16,2024-06-23 06:05:00+00:00,Wests Tigers,48,Raiders,24,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-16/wests-tigers-v-raiders/,1,24,72
2024,17,Round 17,2024-06-28 10:00:00+00:00,Bulldogs,15,Sharks,14,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/bulldogs-v-sharks/,1,1,29
2024,17,Round 17,2024-06-29 05:00:00+00:00,Warriors,32,Broncos,16,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/warriors-v-broncos/,1,16,48
2024,17,Round 17,2024-06-29 07:30:00+00:00,Knights,34,Eels,26,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/knights-v-eels/,1,8,60
2024,17,Round 17,2024-06-29 09:35:00+00:00,Storm,16,Raiders,6,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2024/round-17/storm-v-raiders/,1,10,22
2024,17,Round 17,2024-06-30 04:00:00+00:00,Dragons,26,Dolphins,6,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/dragons-v-dolphins/,1,20,32
2024,17,Round 17,2024-06-30 06:05:00+00:00,Panthers,6,Cowboys,16,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/panthers-v-cowboys/,0,-10,22
2024,17,Round 17,2024-06-30 08:15:00+00:00,Roosters,40,Wests Tigers,6,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-17/roosters-v-wests-tigers/,1,34,46
2024,18,Round 18,2024-07-04 09:50:00+00:00,Eels,16,Rabbitohs,32,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/eels-v-rabbitohs/,0,-16,48
2024,18,Round 18,2024-07-05 08:00:00+00:00,Sharks,16,Titans,20,C.ex Coffs International Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/sharks-v-titans/,0,-4,36
2024,18,Round 18,2024-07-05 10:00:00+00:00,Broncos,6,Panthers,14,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/broncos-v-panthers/,0,-8,20
2024,18,Round 18,2024-07-06 05:00:00+00:00,Bulldogs,13,Warriors,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/bulldogs-v-warriors/,1,1,25
2024,18,Round 18,2024-07-06 07:30:00+00:00,Wests Tigers,28,Storm,40,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2024/round-18/wests-tigers-v-storm/,0,-12,68
2024,18,Round 18,2024-07-06 09:35:00+00:00,Cowboys,20,Sea Eagles,21,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/cowboys-v-sea-eagles/,0,-1,41
2024,18,Round 18,2024-07-07 04:00:00+00:00,Roosters,42,Dragons,12,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/roosters-v-dragons/,1,30,54
2024,18,Round 18,2024-07-07 06:05:00+00:00,Raiders,12,Knights,16,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-18/raiders-v-knights/,0,-4,28
2024,19,Round 19,2024-07-11 09:50:00+00:00,Dolphins,36,Rabbitohs,28,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-19/dolphins-v-rabbitohs/,1,8,64
2024,19,Round 19,2024-07-12 10:00:00+00:00,Sharks,58,Wests Tigers,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-19/sharks-v-wests-tigers/,1,52,64
2024,19,Round 19,2024-07-13 07:30:00+00:00,Titans,24,Eels,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-19/titans-v-eels/,1,8,40
2024,19,Round 19,2024-07-13 09:35:00+00:00,Broncos,26,Dragons,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-19/broncos-v-dragons/,0,-4,56
2024,19,Round 19,2024-07-14 06:05:00+00:00,Sea Eagles,44,Knights,6,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2024/round-19/sea-eagles-v-knights/,1,38,50
2024,2,Round 2,2024-03-14 09:00:00+00:00,Broncos,28,Rabbitohs,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-2/broncos-v-rabbitohs/,1,10,46
2024,2,Round 2,2024-03-15 07:00:00+00:00,Sharks,25,Bulldogs,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-2/sharks-v-bulldogs/,1,19,31
2024,2,Round 2,2024-03-15 09:00:00+00:00,Panthers,26,Eels,18,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2024/round-2/panthers-v-eels/,1,8,44
