year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points
2021,27,Finals Week 2,2021-09-17 09:50:00+00:00,Sea Eagles,42,Roosters,6,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-2/sea-eagles-v-roosters/,1,36,48
2021,27,Finals Week 2,2021-09-18 09:50:00+00:00,Panthers,8,Eels,6,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-2/panthers-v-eels/,1,2,14
2021,28,Finals Week 3,2021-09-24 10:05:00+00:00,Rabbitohs,36,Sea Eagles,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-3/rabbitohs-v-sea-eagles/,1,20,52
2021,28,Finals Week 3,2021-09-25 06:00:00+00:00,Storm,6,Panthers,10,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-3/storm-v-panthers/,0,-4,16
2021,29,Grand Final,2021-10-03 08:30:00+00:00,Panthers,14,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/grand-final/panthers-v-rabbitohs/,1,2,26
2021,3,Round 3,2021-03-25 09:05:00+00:00,Panthers,12,Storm,10,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/panthers-v-storm/,1,2,22
2021,3,Round 3,2021-03-26 07:00:00+00:00,Dragons,38,Sea Eagles,12,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/dragons-v-sea-eagles/,1,26,50
2021,3,Round 3,2021-03-26 09:05:00+00:00,Rabbitohs,26,Roosters,16,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/rabbitohs-v-roosters/,1,10,42
2021,3,Round 3,2021-03-27 04:00:00+00:00,Raiders,31,Warriors,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/raiders-v-warriors/,0,-3,65
2021,3,Round 3,2021-03-27 06:30:00+00:00,Broncos,24,Bulldogs,0,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/broncos-v-bulldogs/,1,24,24
2021,3,Round 3,2021-03-27 08:35:00+00:00,Eels,28,Sharks,4,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/eels-v-sharks/,1,24,32
2021,3,Round 3,2021-03-28 05:05:00+00:00,Knights,20,Wests Tigers,24,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/knights-v-wests-tigers/,0,-4,44
2021,3,Round 3,2021-03-28 07:15:00+00:00,Cowboys,8,Titans,44,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-3/cowboys-v-titans/,0,-36,52
2021,30,Grand Final,2021-10-03 08:30:00+00:00,Panthers,14,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/grand-final/panthers-v-rabbitohs/,1,2,26
2021,31,Grand Final,2021-10-03 08:30:00+00:00,Panthers,14,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/grand-final/panthers-v-rabbitohs/,1,2,26
2021,32,Grand Final,2021-10-03 08:30:00+00:00,Panthers,14,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/grand-final/panthers-v-rabbitohs/,1,2,26
2021,33,Grand Final,2021-10-03 08:30:00+00:00,Panthers,14,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/grand-final/panthers-v-rabbitohs/,1,2,26
2021,4,Round 4,2021-04-01 09:05:00+00:00,Sea Eagles,6,Panthers,46,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-4/sea-eagles-v-panthers/,0,-40,52
2021,4,Round 4,2021-04-02 05:05:00+00:00,Bulldogs,0,Rabbitohs,38,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-4/bulldogs-v-rabbitohs/,0,-38,38
2021,4,Round 4,2021-04-02 09:05:00+00:00,Storm,40,Broncos,6,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-4/storm-v-broncos/,1,34,46
2021,4,Round 4,2021-04-03 06:15:00+00:00,Sharks,48,Cowboys,10,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-4/sharks-v-cowboys/,1,38,58
2021,4,Round 4,2021-04-03 08:45:00+00:00,Titans,4,Raiders,20,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-4/titans-v-raiders/,0,-16,24
2021,4,Round 4,2021-04-04 06:05:00+00:00,Knights,13,Dragons,22,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-4/knights-v-dragons/,0,-9,35
2021,4,Round 4,2021-04-04 08:15:00+00:00,Roosters,32,Warriors,12,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-4/roosters-v-warriors/,1,20,44
2021,4,Round 4,2021-04-05 06:00:00+00:00,Wests Tigers,22,Eels,36,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-4/wests-tigers-v-eels/,0,-14,58
2021,5,Round 5,2021-04-08 09:50:00+00:00,Rabbitohs,35,Broncos,6,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/rabbitohs-v-broncos/,1,29,41
2021,5,Round 5,2021-04-09 08:00:00+00:00,Warriors,12,Sea Eagles,13,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/warriors-v-sea-eagles/,0,-1,25
2021,5,Round 5,2021-04-09 09:55:00+00:00,Panthers,30,Raiders,10,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/panthers-v-raiders/,1,20,40
2021,5,Round 5,2021-04-10 05:00:00+00:00,Titans,42,Knights,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/titans-v-knights/,1,26,58
2021,5,Round 5,2021-04-10 07:30:00+00:00,Bulldogs,18,Storm,52,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/bulldogs-v-storm/,0,-34,70
2021,5,Round 5,2021-04-10 09:35:00+00:00,Roosters,26,Sharks,18,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-5/roosters-v-sharks/,1,8,44
2021,5,Round 5,2021-04-11 06:05:00+00:00,Wests Tigers,30,Cowboys,34,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-5/wests-tigers-v-cowboys/,0,-4,64
2021,5,Round 5,2021-04-11 08:15:00+00:00,Eels,12,Dragons,26,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-5/eels-v-dragons/,0,-14,38
2021,6,Round 6,2021-04-15 09:50:00+00:00,Broncos,12,Panthers,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/broncos-v-panthers/,0,-8,32
2021,6,Round 6,2021-04-16 08:00:00+00:00,Knights,26,Sharks,22,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/knights-v-sharks/,1,4,48
2021,6,Round 6,2021-04-16 09:55:00+00:00,Storm,20,Roosters,4,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-6/storm-v-roosters/,1,16,24
2021,6,Round 6,2021-04-17 05:00:00+00:00,Sea Eagles,36,Titans,0,Glen Willow Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-6/sea-eagles-v-titans/,1,36,36
2021,6,Round 6,2021-04-17 07:30:00+00:00,Rabbitohs,18,Wests Tigers,14,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/rabbitohs-v-wests-tigers/,1,4,32
2021,6,Round 6,2021-04-17 09:35:00+00:00,Raiders,10,Eels,35,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/raiders-v-eels/,0,-25,45
2021,6,Round 6,2021-04-18 04:00:00+00:00,Dragons,14,Warriors,20,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/dragons-v-warriors/,0,-6,34
2021,6,Round 6,2021-04-18 06:05:00+00:00,Cowboys,30,Bulldogs,18,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-6/cowboys-v-bulldogs/,1,12,48
2021,7,Round 7,2021-04-22 09:50:00+00:00,Panthers,24,Knights,6,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/panthers-v-knights/,1,18,30
2021,7,Round 7,2021-04-23 08:00:00+00:00,Titans,30,Rabbitohs,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/titans-v-rabbitohs/,0,-10,70
2021,7,Round 7,2021-04-23 09:55:00+00:00,Eels,46,Broncos,6,TIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/eels-v-broncos/,1,40,52
2021,7,Round 7,2021-04-24 07:30:00+00:00,Sharks,12,Bulldogs,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/sharks-v-bulldogs/,0,-6,30
2021,7,Round 7,2021-04-24 09:35:00+00:00,Cowboys,26,Raiders,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/cowboys-v-raiders/,1,2,50
2021,7,Round 7,2021-04-25 03:45:00+00:00,Wests Tigers,6,Sea Eagles,40,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/wests-tigers-v-sea-eagles/,0,-34,46
2021,7,Round 7,2021-04-25 06:05:00+00:00,Roosters,34,Dragons,10,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-7/roosters-v-dragons/,1,24,44
2021,7,Round 7,2021-04-25 08:15:00+00:00,Storm,42,Warriors,20,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-7/storm-v-warriors/,1,22,62
2021,8,Round 8,2021-04-29 09:50:00+00:00,Raiders,20,Rabbitohs,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/raiders-v-rabbitohs/,0,-14,54
2021,8,Round 8,2021-04-30 08:00:00+00:00,Storm,40,Sharks,14,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-8/storm-v-sharks/,1,26,54
2021,8,Round 8,2021-04-30 09:55:00+00:00,Broncos,36,Titans,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/broncos-v-titans/,1,8,64
2021,8,Round 8,2021-05-01 05:00:00+00:00,Panthers,28,Sea Eagles,16,Carrington Park,https://www.nrl.com/draw/nrl-premiership/2021/round-8/panthers-v-sea-eagles/,1,12,44
2021,8,Round 8,2021-05-01 07:30:00+00:00,Bulldogs,10,Eels,32,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/bulldogs-v-eels/,0,-22,42
2021,8,Round 8,2021-05-01 09:35:00+00:00,Knights,4,Roosters,38,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/knights-v-roosters/,0,-34,42
2021,8,Round 8,2021-05-02 04:00:00+00:00,Warriors,24,Cowboys,20,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/warriors-v-cowboys/,1,4,44
2021,8,Round 8,2021-05-02 06:05:00+00:00,Dragons,8,Wests Tigers,16,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/dragons-v-wests-tigers/,0,-8,24
2021,9,Round 9,2021-05-06 09:50:00+00:00,Rabbitohs,0,Storm,50,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/rabbitohs-v-storm/,0,-50,50
2021,9,Round 9,2021-05-07 08:00:00+00:00,Panthers,48,Sharks,0,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/panthers-v-sharks/,1,48,48
2021,9,Round 9,2021-05-07 09:55:00+00:00,Eels,31,Roosters,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/eels-v-roosters/,1,13,49
2021,9,Round 9,2021-05-08 05:00:00+00:00,Raiders,16,Knights,24,McDonalds Park,https://www.nrl.com/draw/nrl-premiership/2021/round-9/raiders-v-knights/,0,-8,40
2021,9,Round 9,2021-05-08 07:30:00+00:00,Wests Tigers,28,Titans,36,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/wests-tigers-v-titans/,0,-8,64
2021,9,Round 9,2021-05-08 09:35:00+00:00,Cowboys,19,Broncos,18,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/cowboys-v-broncos/,1,1,37
2021,9,Round 9,2021-05-09 04:00:00+00:00,Sea Eagles,38,Warriors,32,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-9/sea-eagles-v-warriors/,1,6,70
2021,9,Round 9,2021-05-09 06:05:00+00:00,Dragons,32,Bulldogs,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/dragons-v-bulldogs/,1,20,44
2022,1,Round 1,2022-03-10 09:05:00+00:00,Panthers,28,Sea Eagles,6,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-1/panthers-v-sea-eagles/,1,22,34
2022,1,Round 1,2022-03-11 07:00:00+00:00,Raiders,24,Sharks,19,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/raiders-v-sharks/,1,5,43
2022,1,Round 1,2022-03-11 09:05:00+00:00,Broncos,11,Rabbitohs,4,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/broncos-v-rabbitohs/,1,7,15
2022,1,Round 1,2022-03-12 04:00:00+00:00,Roosters,6,Knights,20,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-1/roosters-v-knights/,0,-14,26
2022,1,Round 1,2022-03-12 06:30:00+00:00,Warriors,16,Dragons,28,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/warriors-v-dragons/,0,-12,44
2022,1,Round 1,2022-03-12 08:35:00+00:00,Wests Tigers,16,Storm,26,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/wests-tigers-v-storm/,0,-10,42
2022,1,Round 1,2022-03-13 05:05:00+00:00,Eels,32,Titans,28,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/eels-v-titans/,1,4,60
2022,1,Round 1,2022-03-13 07:15:00+00:00,Cowboys,4,Bulldogs,6,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-1/cowboys-v-bulldogs/,0,-2,10
2022,10,Round 10,2022-05-13 08:00:00+00:00,Bulldogs,6,Knights,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/bulldogs-v-knights/,0,-10,22
2022,10,Round 10,2022-05-13 10:05:00+00:00,Sea Eagles,0,Broncos,38,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/sea-eagles-v-broncos/,0,-38,38
2022,10,Round 10,2022-05-14 05:00:00+00:00,Warriors,30,Rabbitohs,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/warriors-v-rabbitohs/,0,-2,62
2022,10,Round 10,2022-05-14 07:30:00+00:00,Titans,20,Dragons,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/titans-v-dragons/,1,4,36
2022,10,Round 10,2022-05-14 09:45:00+00:00,Storm,6,Panthers,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/storm-v-panthers/,0,-26,38
2022,10,Round 10,2022-05-15 03:50:00+00:00,Sharks,10,Raiders,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/sharks-v-raiders/,0,-20,40
2022,10,Round 10,2022-05-15 06:05:00+00:00,Roosters,31,Eels,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/roosters-v-eels/,1,7,55
2022,10,Round 10,2022-05-15 08:25:00+00:00,Wests Tigers,12,Cowboys,36,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-10/wests-tigers-v-cowboys/,0,-24,48
2022,11,Round 11,2022-05-19 09:50:00+00:00,Knights,12,Broncos,36,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-11/knights-v-broncos/,0,-24,48
2022,11,Round 11,2022-05-20 08:00:00+00:00,Wests Tigers,36,Bulldogs,22,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-11/wests-tigers-v-bulldogs/,1,14,58
2022,11,Round 11,2022-05-20 09:55:00+00:00,Eels,22,Sea Eagles,20,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-11/eels-v-sea-eagles/,1,2,42
2022,11,Round 11,2022-05-21 05:00:00+00:00,Dragons,24,Warriors,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-11/dragons-v-warriors/,1,6,42
2022,11,Round 11,2022-05-21 07:30:00+00:00,Cowboys,36,Storm,6,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-11/cowboys-v-storm/,1,30,42
2022,11,Round 11,2022-05-21 09:35:00+00:00,Roosters,12,Panthers,32,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-11/roosters-v-panthers/,0,-20,44
2022,11,Round 11,2022-05-22 04:00:00+00:00,Rabbitohs,12,Raiders,32,Apex Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-11/rabbitohs-v-raiders/,0,-20,44
2022,11,Round 11,2022-05-22 06:05:00+00:00,Titans,18,Sharks,25,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-11/titans-v-sharks/,0,-7,43
2022,12,Round 12,2022-05-26 09:50:00+00:00,Storm,28,Sea Eagles,8,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-12/storm-v-sea-eagles/,1,20,36
2022,12,Round 12,2022-05-27 08:00:00+00:00,Panthers,22,Cowboys,0,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-12/panthers-v-cowboys/,1,22,22
2022,12,Round 12,2022-05-27 09:55:00+00:00,Broncos,35,Titans,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-12/broncos-v-titans/,1,11,59
2022,12,Round 12,2022-05-28 05:00:00+00:00,Warriors,16,Knights,24,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-12/warriors-v-knights/,0,-8,40
2022,12,Round 12,2022-05-28 07:30:00+00:00,Rabbitohs,44,Wests Tigers,18,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-12/rabbitohs-v-wests-tigers/,1,26,62
2022,12,Round 12,2022-05-28 09:35:00+00:00,Sharks,16,Roosters,36,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-12/sharks-v-roosters/,0,-20,52
2022,12,Round 12,2022-05-29 04:00:00+00:00,Bulldogs,24,Dragons,34,Belmore Sports Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-12/bulldogs-v-dragons/,0,-10,58
2022,12,Round 12,2022-05-29 06:05:00+00:00,Raiders,20,Eels,28,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-12/raiders-v-eels/,0,-8,48
2022,13,Round 13,2022-06-02 09:50:00+00:00,Titans,6,Cowboys,32,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-13/titans-v-cowboys/,0,-26,38
2022,13,Round 13,2022-06-03 09:55:00+00:00,Panthers,30,Bulldogs,18,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-13/panthers-v-bulldogs/,1,12,48
2022,13,Round 13,2022-06-04 09:35:00+00:00,Sea Eagles,44,Warriors,12,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-13/sea-eagles-v-warriors/,1,32,56
2022,13,Round 13,2022-06-05 06:05:00+00:00,Raiders,22,Roosters,16,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-13/raiders-v-roosters/,1,6,38
2022,14,Round 14,2022-06-10 09:55:00+00:00,Cowboys,31,Dragons,12,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/cowboys-v-dragons/,1,19,43
2022,14,Round 14,2022-06-11 05:00:00+00:00,Titans,16,Rabbitohs,30,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/titans-v-rabbitohs/,0,-14,46
2022,14,Round 14,2022-06-11 07:30:00+00:00,Roosters,18,Storm,26,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-14/roosters-v-storm/,0,-8,44
2022,14,Round 14,2022-06-11 09:35:00+00:00,Broncos,24,Raiders,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/broncos-v-raiders/,1,6,42
2022,14,Round 14,2022-06-12 04:00:00+00:00,Wests Tigers,4,Sea Eagles,30,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/wests-tigers-v-sea-eagles/,0,-26,34
2022,14,Round 14,2022-06-12 06:05:00+00:00,Knights,6,Panthers,42,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/knights-v-panthers/,0,-36,48
2022,14,Round 14,2022-06-12 08:15:00+00:00,Warriors,16,Sharks,38,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/warriors-v-sharks/,0,-22,54
2022,14,Round 14,2022-06-13 06:00:00+00:00,Bulldogs,34,Eels,4,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-14/bulldogs-v-eels/,1,30,38
2022,15,Round 15,2022-06-16 09:50:00+00:00,Dragons,32,Rabbitohs,12,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/dragons-v-rabbitohs/,1,20,44
2022,15,Round 15,2022-06-17 08:00:00+00:00,Sea Eagles,26,Cowboys,28,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-15/sea-eagles-v-cowboys/,0,-2,54
2022,15,Round 15,2022-06-17 09:55:00+00:00,Storm,32,Broncos,20,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-15/storm-v-broncos/,1,12,52
2022,15,Round 15,2022-06-18 05:00:00+00:00,Sharks,18,Titans,10,C.ex Coffs International Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/sharks-v-titans/,1,8,28
2022,15,Round 15,2022-06-18 07:30:00+00:00,Warriors,6,Panthers,40,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/warriors-v-panthers/,0,-34,46
2022,15,Round 15,2022-06-18 09:35:00+00:00,Eels,26,Roosters,16,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/eels-v-roosters/,1,10,42
2022,15,Round 15,2022-06-19 04:00:00+00:00,Raiders,20,Knights,18,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/raiders-v-knights/,1,2,38
2022,15,Round 15,2022-06-19 06:05:00+00:00,Bulldogs,36,Wests Tigers,12,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-15/bulldogs-v-wests-tigers/,1,24,48
2022,16,Round 16,2022-06-30 09:50:00+00:00,Sea Eagles,36,Storm,30,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-16/sea-eagles-v-storm/,1,6,66
2022,16,Round 16,2022-07-01 08:00:00+00:00,Knights,38,Titans,12,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/knights-v-titans/,1,26,50
2022,16,Round 16,2022-07-01 09:55:00+00:00,Panthers,26,Roosters,18,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-16/panthers-v-roosters/,1,8,44
2022,16,Round 16,2022-07-02 05:00:00+00:00,Bulldogs,6,Sharks,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/bulldogs-v-sharks/,0,-12,24
2022,16,Round 16,2022-07-02 07:30:00+00:00,Cowboys,40,Broncos,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/cowboys-v-broncos/,1,14,66
2022,16,Round 16,2022-07-02 09:35:00+00:00,Rabbitohs,30,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/rabbitohs-v-eels/,1,18,42
2022,16,Round 16,2022-07-03 04:00:00+00:00,Warriors,22,Wests Tigers,2,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/warriors-v-wests-tigers/,1,20,24
2022,16,Round 16,2022-07-03 06:05:00+00:00,Dragons,12,Raiders,10,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-16/dragons-v-raiders/,1,2,22
2022,17,Round 17,2022-07-07 09:50:00+00:00,Sharks,28,Storm,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-17/sharks-v-storm/,1,22,34
2022,17,Round 17,2022-07-08 09:55:00+00:00,Knights,28,Rabbitohs,40,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-17/knights-v-rabbitohs/,0,-12,68
2022,17,Round 17,2022-07-09 09:35:00+00:00,Wests Tigers,20,Eels,28,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-17/wests-tigers-v-eels/,0,-8,48
2022,17,Round 17,2022-07-10 06:05:00+00:00,Broncos,32,Dragons,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-17/broncos-v-dragons/,1,14,50
2022,18,Round 18,2022-07-15 08:00:00+00:00,Cowboys,12,Sharks,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/cowboys-v-sharks/,0,-14,38
2022,18,Round 18,2022-07-15 09:55:00+00:00,Eels,28,Warriors,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/eels-v-warriors/,1,10,46
2022,18,Round 18,2022-07-16 05:00:00+00:00,Roosters,54,Dragons,26,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/roosters-v-dragons/,1,28,80
2022,18,Round 18,2022-07-16 07:30:00+00:00,Sea Eagles,42,Knights,12,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-18/sea-eagles-v-knights/,1,30,54
2022,18,Round 18,2022-07-16 09:35:00+00:00,Titans,12,Broncos,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/titans-v-broncos/,0,-4,28
2022,18,Round 18,2022-07-17 04:00:00+00:00,Wests Tigers,16,Panthers,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/wests-tigers-v-panthers/,0,-2,34
2022,18,Round 18,2022-07-17 06:05:00+00:00,Storm,16,Raiders,20,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-18/storm-v-raiders/,0,-4,36
2022,18,Round 18,2022-07-17 08:15:00+00:00,Bulldogs,28,Rabbitohs,36,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-18/bulldogs-v-rabbitohs/,0,-8,64
2022,19,Round 19,2022-07-21 09:50:00+00:00,Eels,14,Broncos,36,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/eels-v-broncos/,0,-22,50
2022,19,Round 19,2022-07-22 08:00:00+00:00,Dragons,20,Sea Eagles,6,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/dragons-v-sea-eagles/,1,14,26
2022,19,Round 19,2022-07-22 09:55:00+00:00,Knights,12,Roosters,42,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/knights-v-roosters/,0,-30,54
2022,19,Round 19,2022-07-23 05:00:00+00:00,Raiders,26,Warriors,14,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/raiders-v-warriors/,1,12,40
